Star_ID,ID,Label,X,Y,Z,Luminosity,colorb_v,absmag,appmag,texnum,Distance (light-years),dcalc,plx,plxerr,vx,vy,vz,speed,hipnum,created_at,updated_at,constellation_id,constellation_name,constellation_galaxy
101040,101040,HIP55282 HD98430 Gli Del Crt,1.5886,-43.9831,40.339,104.22464,0.902,-0.32,3.56,1,194.63,1,16.75,4.9,-50.729,47.286,-24.425,73.525,55282,56:58.1,56:58.1,45,the cup part,Crt
101384,101384,HIP55687 HD99167 Gli Eps Crt,1.3936,-76.8054,81.1356,115.43938,1.137,-0.43,4.81,1,364.25,1,8.95,8.27,-15.635,6.168,-5.141,17.577,55687,57:01.2,57:01.2,45,the cup part,Crt
102186,102186,HIP56633 HD100889 Gli The Crt,4.5561,-61.3149,70.3855,89.3784,0.008,-0.15,4.7,1,304.67,1,10.7,7.38,-23.899,-10.044,-7.143,26.89,56633,57:08.8,57:08.8,45,the cup part,Crt
101398,101398,HIP55705 HD99211 Gli Gam Crt,1.8414,-19.456,16.7009,12.19273,0.241,2.01,4.06,1,83.8,1,38.9,2.11,-10.602,-4.804,-3.352,12.113,55705,57:01.4,57:01.4,46,the lower part,Crt
100520,100520,HIP54682 HD97277 Gli Bet Crt,5.5953,-66.9606,46.2385,84.92178,0.046,-0.1,4.46,1,265.91,1,12.26,6.12,15.056,-41.617,7.02,44.81,54682,56:53.3,56:53.3,46,the lower part,Crt
99713,99713,HIP53740 HD95272 Gli Alp Crt  Alkes,-0.7043,-42.6112,32.2553,51.74311,0.946,0.44,4.08,1,174.24,1,18.71,5.51,-113.065,-39.852,-25.993,122.668,53740,56:45.6,56:45.6,46,the lower part,Crt
101040,101040,HIP55282 HD98430 Gli Del Crt,1.5886,-43.9831,40.339,104.22464,0.902,-0.32,3.56,1,194.63,1,16.75,4.9,-50.729,47.286,-24.425,73.525,55282,56:58.1,56:58.1,46,the lower part,Crt
105965,105965,HIP61084 HD108903 Gli Gam Cru  Gacrux,13.4836,-23.1962,2.6546,130.46268,1.677,-0.56,1.59,1,87.89,1,37.09,1.81,31.801,-45.926,-3.998,56.004,61084,57:42.7,57:42.7,47,north-south,Cru
105655,105655,HIP60718 HD108248 Gli,49.3509,-85.0446,-0.6223,3692.81934,-0.242,-4.19,0.77,1,320.55,1,10.17,6.59,-11.27,-13.702,-3.288,18.044,60718,57:39.9,57:39.9,47,north-south,Cru
104813,104813,HIP59747 HD106490 Gli Del Cru,52.6738,-98.1181,7.3794,740.2594,-0.196,-2.45,2.79,1,363.84,1,8.96,6.7,-3.631,-34.313,-2.458,34.592,59747,57:32.6,57:32.6,48,east-west,Cru
107130,107130,HIP62434 HD111123 Gli Bet Cru  Mimosa,57.9367,-91.0755,5.9965,2868.90723,-0.242,-3.92,1.25,1,352.43,1,9.25,6.59,-9.22,-32.559,-0.874,33.85,62434,57:53.1,57:53.1,48,east-west,Cru
140522,140522,HIP102098 HD197345 Gli Alp Cyg  Deneb Cygni,65.6271,655.7217,22.9854,106732.2734,0.071,-7.85,1.25,1,2149.64,2,1.01,56.44,-7.286,-5.747,-1.355,9.378,102098,03:13.4,03:13.4,49,body,Cyg
139128,139128,HIP100453 HD194093 Gli Gam Cyg  Sadr,78.7445,375.244,12.4995,14648.88379,0.48,-5.69,2.23,1,1250.6,2,2.14,23.83,-2.571,-5.98,-4.818,8.098,100453,02:57.3,02:57.3,49,body,Cyg
137228,137228,HIP98110 HD188947 Gli Eta Cyg,13.8783,40.3409,2.5082,39.40654,0.902,0.74,3.89,1,139.32,1,23.4,2.31,-0.526,-26.074,1.954,26.152,98110,02:38.0,02:38.0,49,body,Cyg
136055,136055,HIP96683 HD185734 Gli Phi Cyg,32.4908,69.5207,5.3269,61.6756,0.82,0.25,4.68,1,250.77,1,13,4.54,-10.361,2.698,4.935,11.789,96683,02:24.5,02:24.5,49,body,Cyg
135425,135425,HIP95951 HD183914 Gli Bet2 Cyg,53.7674,101.6272,9.1848,92.4617,-0.03,-0.19,5.12,1,376.01,1,8.67,7.5,-8.035,-17.179,-0.775,18.981,95951,02:17.9,02:17.9,49,body,Cyg
134429,134429,HIP94779 HD181276 Gli Kap Cyg,3.5068,35.7743,11.5779,33.43213,0.902,0.91,3.8,1,123.11,1,26.48,1.85,-27.174,-31.939,-13.556,44.071,94779,02:07.0,02:07.0,50,wings,Cyg
135340,135340,HIP95853 HD184006 Gli Iot2 Cyg,4.0273,35.9701,10.0029,34.29712,0.144,0.89,3.76,1,122.42,1,26.63,1.73,-24.63,-25.513,-1.909,35.513,95853,02:17.0,02:17.0,50,wings,Cyg
136448,136448,HIP97165 HD186882 Gli Del Cyg,10.1031,50.6039,9.3249,153.21407,0.008,-0.74,2.86,1,170.95,1,19.07,2.36,-20.349,-24.101,-9.317,32.89,97165,02:28.5,02:28.5,50,wings,Cyg
139128,139128,HIP100453 HD194093 Gli Gam Cyg  Sadr,78.7445,375.244,12.4995,14648.88379,0.48,-5.69,2.23,1,1250.6,2,2.14,23.83,-2.571,-5.98,-4.818,8.098,100453,02:57.3,02:57.3,50,wings,Cyg
140867,140867,HIP102488 HD197989 Gli Eps Cyg  Gienah Cygni,5.3372,21.3271,-2.2002,38.59855,0.902,0.76,2.48,1,72.03,1,45.26,1.17,-53.605,-15.834,-7.782,56.434,102488,03:18.2,03:18.2,50,wings,Cyg
142810,142810,HIP104732 HD202109 Gli Zet Cyg,10.349,43.9638,-9.9733,86.35522,0.82,-0.12,3.21,1,150.79,1,21.62,2.91,13.538,19.057,-15.028,27.791,104732,03:38.3,03:38.3,50,wings,Cyg
139938,139938,HIP101421 HD195810 Gli Eps Del  Deneb Delphini,59.8397,86.8027,-31.4155,229.54729,-0.083,-1.18,4.03,1,358.64,1,9.09,8.91,-1.806,-14.507,-7.843,16.59,101421,03:06.9,03:06.9,51,dolphin,Del
140229,140229,HIP101769 HD196524 Gli Bet Del  Rotanev,14.8599,24.615,-8.055,24.21975,0.396,1.26,3.64,1,97.34,1,33.49,2.63,-16.947,-18.176,-11.078,27.208,101769,03:10.3,03:10.3,51,dolphin,Del
140397,140397,HIP101958 HD196867 Gli Alp Del  Sualocin,35.2621,61.8297,-19.4991,131.25667,-0.005,-0.57,3.77,1,240.59,1,13.55,5.24,-15.59,-1.313,-12.743,20.179,101958,03:12.0,03:12.0,51,dolphin,Del
140903,140903,HIP102532 HD197964 Gli Gam2 Del,14.2318,26.2054,-8.8772,14.72002,0.946,1.81,4.27,1,101.43,1,32.14,3.7,22.665,-3.367,-13.377,26.533,102532,03:18.5,03:18.5,51,dolphin,Del
140683,140683,HIP102281 HD197461 Gli Del Del,29.776,51.8566,-17.7743,51.06614,0.192,0.45,4.43,1,203.37,1,16.03,4.24,18.149,8.291,-5.738,20.762,102281,03:15.0,03:15.0,51,dolphin,Del
71037,71037,HIP19893 HD27290 Gli Gam Dor,-2.5428,-14.1822,-14.3006,6.32428,0.369,2.72,4.26,1,66.18,1,49.26,1.02,-9.972,-10.448,-0.151,14.444,19893,52:04.5,52:04.5,52,Main body,Dor
72268,72268,HIP21281 HD29305 Gli Alp Dor,-4.3412,-40.172,-35.6419,107.85594,0.021,-0.36,3.3,1,175.65,1,18.56,2.48,-6.893,-26.363,-4.229,27.576,21281,52:16.1,52:16.1,52,Main body,Dor
74385,74385,HIP23708 Gli,-0.6241,-9.2239,-6.8833,0.02639,1.242,8.67,8.98,1,37.57,1,86.76,1.03,0,0,0,0,23708,52:35.4,52:35.4,52,Main body,Dor
76371,76371,HIP26069 HD37350 Gli Bet Dor,8.1003,-267.6511,-172.3985,2466.83789,0.423,-3.76,3.76,1,1038.22,1,3.14,18.79,-4.971,8.771,7.343,12.472,26069,52:56.4,52:56.4,52,Main body,Dor
77236,77236,HIP27100 HD39014 Gli Del Dor,3.623,-37.8075,-23.158,28.21027,0.192,1.1,4.34,1,145.02,1,22.48,2.05,-0.612,6.884,-2.962,7.519,27100,53:04.6,53:04.6,52,Main body,Dor
76371,76371,HIP26069 HD37350 Gli Bet Dor,8.1003,-267.6511,-172.3985,2466.83789,0.423,-3.76,3.76,1,1038.22,1,3.14,18.79,-4.971,8.771,7.343,12.472,26069,52:56.4,52:56.4,53,tail,Dor
77895,77895,HIP27890 HD40409 Gli,0.9719,-23.496,-13.8079,7.96853,0.946,2.47,4.65,1,88.9,1,36.67,1.31,-18.818,32.552,38.202,53.602,27890,53:10.6,53:10.6,53,tail,Dor
128447,128447,HIP87585 HD163588 Gli Xi Dra  Grumium,2.4882,29.4239,17.2066,29.20461,0.991,1.06,3.73,1,111.41,1,29.26,1.67,-15.07,-17.367,-27.686,35.989,87585,01:10.5,01:10.5,54,dragon,Dra
128649,128649,HIP87833 HD164058 Gli Gam Dra  Eltanin,7.4982,38.7737,22.0871,201.93677,1.137,-1.04,2.24,1,147.51,1,22.1,2.08,0.245,-24.981,-12.315,27.853,87833,01:12.4,01:12.4,54,dragon,Dra
126831,126831,HIP85670 HD159181 Gli Bet Dra  Rastaban,16.7587,91.1223,60.8839,730.44385,0.603,-2.43,2.79,1,361.42,1,9.02,5.43,-9.689,-22.118,-5.133,24.687,85670,00:55.2,00:55.2,54,dragon,Dra
126948,126948,HIP85819 HD159541 Gli Nu1 Dra  Kuma,3.0819,25.2184,16.5843,7.90726,-0.63,2.48,4.89,1,98.91,1,32.96,1.61,-8.263,-2.151,-27.998,29.271,85819,00:56.2,00:56.2,54,dragon,Dra
134090,134090,HIP94376 HD180711 Gli Del Dra  Altais,-4.2575,27.9674,12.005,43.36755,0.86,0.63,3.07,1,100.18,1,32.54,1.41,-15.926,-6.991,-12.674,21.52,94376,02:03.2,02:03.2,54,dragon,Dra
136666,136666,HIP97433 HD188119 Gli Eps Dra  Tyl,-8.982,40.747,15.8743,45.03021,0.82,0.59,3.84,1,145.54,1,22.4,2.01,-15.363,3.03,-11.336,19.331,97433,02:31.0,02:31.0,54,dragon,Dra
134316,134316,HIP94648 HD181984 Gli Tau Dra,-10.6736,40.5916,18.8726,27.28228,1.038,1.14,4.45,1,150.02,1,21.73,2.16,-4.819,-44.796,14.841,47.436,94648,02:05.6,02:05.6,54,dragon,Dra
130383,130383,HIP89937 HD170153 Gli Chi Dra,-1.6547,6.9151,3.79,1.91596,0.451,4.02,3.55,1,26.27,1,124.11,0.39,3.119,42.977,-2.009,43.136,89937,01:28.4,01:28.4,54,dragon,Dra
127628,127628,HIP86614 HD162003 Gli Psi1 Dra  Dziban,-4.2378,18.4008,11.3597,5.60107,0.396,2.85,4.57,1,71.84,1,45.38,1.81,29.241,0.454,-2.579,29.358,86614,01:02.8,01:02.8,54,dragon,Dra
125337,125337,HIP83895 HD155763 Gli Zet Dra,-8.9293,84.8175,59.8077,454.42004,-0.083,-1.92,3.17,1,339.58,1,9.6,4.9,-9.13,-21.787,-4.288,24.009,83895,00:41.6,00:41.6,54,dragon,Dra
122305,122305,HIP80331 HD148387 Gli Eta Dra,-0.9159,20.2932,17.6282,45.43403,0.82,0.58,2.73,1,87.68,1,37.18,1.21,-6.937,-12.47,-10.937,17.979,80331,00:13.9,00:13.9,54,dragon,Dra
120737,120737,HIP78527 HD144284 Gli The Dra,-0.0491,14.903,14.6884,8.45913,0.48,2.41,4.01,1,68.22,1,47.79,1.13,-42.603,-25.161,-0.257,49.479,78527,59:58.3,59:58.3,54,dragon,Dra
118136,118136,HIP75458 HD137759 Gli Iot Dra  Edasich,-1.434,20.6566,23.5098,36.80224,0.991,0.81,3.29,1,102.13,1,31.92,1.6,-2.274,-7.754,-9.117,12.183,75458,59:34.7,59:34.7,54,dragon,Dra
112472,112472,HIP68756 HD123299 Gli Alp Dra  Thuban,-20.9121,55.8617,73.5505,236.9584,0.021,-1.21,3.67,1,308.71,1,10.56,4.92,-20.189,-22.156,-9.6,31.475,68756,58:43.6,58:43.6,54,dragon,Dra
106131,106131,HIP61281 HD109387 Gli Kap Dra,-59.7482,84.6515,112.1292,521.81604,-0.083,-2.07,3.85,1,497.71,1,6.55,8.4,-34.507,-23.861,-18.267,45.757,61281,57:44.2,57:44.2,54,dragon,Dra
101828,101828,HIP56211 HD100029 Gli Lam Dra  Giauzar,-48.344,51.8768,73.9561,241.60191,1.416,-1.23,3.82,1,334.02,1,9.76,5.53,-21.012,-10.295,6.007,24.157,56211,57:05.6,57:05.6,54,dragon,Dra
143023,143023,HIP104987 HD202447 Gli Alp Equ  Kitalpha,27.7363,41.7071,-27.4371,68.45854,0.54,0.14,3.92,1,186.18,1,17.51,5.08,-1.875,-14.323,-20.926,25.427,104987,03:40.6,03:40.6,55,horse,Equ
143516,143516,HIP105570 HD203562 Gli Bet Equ,49.6118,82.5606,-53.8992,81.61004,0.095,-0.05,5.16,1,359.82,1,9.06,9.71,-29.327,-9.384,-10.012,32.379,105570,03:45.7,03:45.7,55,horse,Equ
142916,142916,HIP104858 HD202275 Gli Del Equ,8.205,14.4983,-8.0013,4.31961,0.396,3.14,4.47,1,60.25,1,54.11,1.57,9.839,-11.886,-14.555,21.212,104858,03:39.5,03:39.5,55,horse,Equ
142631,142631,HIP104521 HD201601 Gli Gam Equ,16.0305,27.6908,-14.7589,12.70502,0.266,1.97,4.7,1,114.87,1,28.38,3.17,5.529,-12.515,-16.697,21.587,104521,03:36.6,03:36.6,55,horse,Equ
74622,74622,HIP23972 HD33328 Gli Lam Eri,-286.9576,-159.9815,-165.1329,2094.11768,-0.196,-3.58,4.25,1,1198.72,2,1.86,47.31,-2.296,-3.68,-3.055,5.305,23972,52:37.9,52:37.9,56,river,Eri
74539,74539,HIP23875 HD33111 Gli Bet Eri  Cursa,-22.2558,-10.5381,-11.6479,44.5073,0.095,0.6,2.78,1,88.8,1,36.71,2.07,7.019,2.391,-10.76,13.067,23875,52:37.0,52:37.0,56,river,Eri
73518,73518,HIP22701 HD31109 Gli Ome Eri,-55.7521,-24.5295,-33.4552,67.58936,0.241,0.15,4.36,1,226.55,1,14.39,6.12,9.835,12.913,4.734,16.909,22701,52:27.6,52:27.6,56,river,Eri
73004,73004,HIP22109 HD30211 Gli Mu Eri,-133.1799,-49.8724,-79.9247,514.13715,-0.11,-2.05,4.01,1,531.81,1,6.13,16.8,-24.997,-23.357,-8.261,35.194,22109,52:23.0,52:23.0,56,river,Eri
72419,72419,HIP21444 HD29248 Gli Nu Eri,-144.9159,-50.7819,-93.6419,672.74487,-0.196,-2.34,3.93,1,586.33,1,5.56,15.83,-13.547,-8.039,-9.475,18.382,21444,52:17.5,52:17.5,56,river,Eri
70770,70770,HIP19587 HD26574 Gli Omi1 Eri  Beid,-28.4694,-9.9831,-23.904,27.84336,0.317,1.11,4.04,1,125.48,1,25.98,4,-6.502,5.856,5.452,10.309,19587,52:01.4,52:01.4,56,river,Eri
69863,69863,HIP18543 HD25025 Gli Gam Eri  Zaurak,-43.7882,-20.5693,-47.4961,231.42801,1.478,-1.19,2.97,1,221.02,1,14.75,5.08,-52.338,-56.542,-58.209,96.564,18543,51:52.8,51:52.8,56,river,Eri
68833,68833,HIP17378 HD23249 Gli Del Eri  Rana,-5.9719,-1.9507,-6.5047,2.48111,0.902,3.74,3.52,1,29.48,1,110.58,0.8,9.599,24.454,26.981,37.658,17378,51:43.2,51:43.2,56,river,Eri
68114,68114,HIP16537 HD22049 Gli Eps Eri,-2.0695,-0.5874,-2.3933,0.26132,0.991,6.18,3.72,1,10.49,1,310.75,0.27,-3.397,7.214,-20.96,22.425,16537,51:36.7,51:36.7,56,river,Eri
66927,66927,HIP15197 HD20320 Gli Zet Eri,-22.5316,-4.6164,-28.7167,12.63284,0.144,1.97,4.8,1,119.94,1,27.18,3.57,4.682,5.861,10.883,13.218,15197,51:24.6,51:24.6,56,river,Eri
65588,65588,HIP13701 HD18322 Gli Eta Eri  Azha,-23.0581,-2.8945,-33.575,35.97679,0.946,0.83,3.89,1,133.12,1,24.49,2.94,0.344,-32.173,-12.456,34.502,13701,51:07.3,51:07.3,56,river,Eri
64848,64848,HIP12843 HD17206 Gli Tau1 Eri,-6.0253,-2.2928,-12.3984,2.46979,0.396,3.74,4.47,1,45.56,1,71.56,1.06,-15.308,-13.927,8.806,22.491,12843,50:59.3,50:59.3,56,river,Eri
65988,65988,HIP14146 HD18978 Gli Tau3 Eri,-10.9121,-7.2331,-22.9484,12.64353,0.119,1.97,4.08,1,86.13,1,37.85,1.82,15.134,10.807,-5.945,19.523,14146,51:12.6,51:12.6,56,river,Eri
67172,67172,HIP15474 HD20720 Gli Tau4 Eri,-37.5153,-23.5231,-65.6368,161.13625,1.609,-0.79,3.7,1,258.12,1,12.63,7.05,-30.548,-17.973,-15.199,38.565,15474,51:27.5,51:27.5,56,river,Eri
68178,68178,HIP16611 HD22203 Gli Tau5 Eri,-45.7561,-30.3083,-72.2653,126.36787,-0.005,-0.53,4.26,1,295.83,1,11.02,6.81,-17.291,-26.096,-9.924,32.839,16611,51:37.3,51:37.3,56,river,Eri
69071,69071,HIP17651 HD23754 Gli Tau6 Eri,-9.0974,-6.9427,-13.7956,5.11549,0.342,2.95,4.22,1,58.43,1,55.79,1.24,1.944,-24.678,-47.465,53.533,17651,51:45.4,51:45.4,56,river,Eri
69576,69576,HIP18216 HD24587 Gli Tau8 Eri,-59.2393,-49.6994,-89.4019,151.09821,-0.11,-0.72,4.64,1,385.34,1,8.46,8.87,-19.107,-24.333,-9.49,32.361,18216,51:50.0,51:50.0,56,river,Eri
69970,69970,HIP18673 HD25267 Gli Tau9 Eri,-52.6869,-43.659,-74.9991,113.53443,-0.63,-0.41,4.62,1,330.96,1,9.85,6.9,-15.226,-8.705,-9.162,19.788,18673,51:53.7,51:53.7,56,river,Eri
72236,72236,HIP21248 HD29085 Gli Ups1 Eri,-18.3905,-21.8063,-25.3149,18.06071,0.902,1.58,4.49,1,124.33,1,26.22,2.71,-4.385,-37.142,-61.993,72.402,21248,52:15.8,52:15.8,56,river,Eri
72371,72371,HIP21393 HD29291 Gli Ups2 Eri,-30.2573,-37.3811,-42.2583,95.20022,0.82,-0.22,3.81,1,208.71,1,15.62,4.03,5.958,8.788,-11.049,15.324,21393,52:17.1,52:17.1,56,river,Eri
71606,71606,HIP20535 HD28028 Gli 43Eri,-34.2465,-49.2238,-58.3685,140.36673,1.086,-0.64,3.97,1,272.8,1,11.95,4.94,-20.201,-15.763,19.377,32.125,20535,52:09.9,52:09.9,56,river,Eri
71168,71168,HIP20042 HD27376 Gli Ups4 Eri,-22.1942,-31.3166,-39.02,88.41438,-0.005,-0.14,3.55,1,178.43,1,18.27,3.01,-12.706,-22.296,-2.63,25.797,20042,52:05.8,52:05.8,56,river,Eri
69274,69274,HIP17874 HD24160 Gli,-21.3432,-34.004,-50.2904,69.03955,0.82,0.13,4.17,1,209.78,1,15.54,3.73,7.379,-3.6,-23.474,24.869,17874,51:47.2,51:47.2,56,river,Eri
69208,69208,HIP17797 HD24071 Gli,-15.2958,-26.6768,-38.7023,36.14167,-0.63,0.83,4.3,1,161.15,1,20.23,4.1,-12.586,-22.595,-3.287,26.072,17797,51:46.6,51:46.6,56,river,Eri
68390,68390,HIP16870 HD22663 Gli,-16.9802,-36.1747,-54.0322,52.09476,0.902,0.43,4.57,1,219.09,1,14.88,3.7,-2.801,-10.211,-12.144,16.111,16870,51:39.2,51:39.2,56,river,Eri
67205,67205,HIP15510 HD20794 Gli,-1.1147,-3.1923,-5.0288,0.56354,0.82,5.35,4.26,1,19.76,1,165.02,0.33,-66.205,-91.253,-10.781,113.254,15510,51:27.9,51:27.9,56,river,Eri
65724,65724,HIP13847 HD18622 Gli,-9.113,-22.3925,-43.1442,133.79433,0.119,-0.59,2.88,1,161.23,1,20.22,2.67,2.932,3.887,-18.264,18.902,13847,51:09.0,51:09.0,56,river,Eri
64552,64552,HIP12486 HD16815 Gli Iot Eri,-6.8963,-18.2473,-40.1112,35.05328,0.902,0.86,4.11,1,145.41,1,22.42,2.54,-15.929,-19.133,16.064,29.629,12486,50:55.1,50:55.1,56,river,Eri
64490,64490,HIP12413 HD16754 Gli,-4.47,-17.5013,-35.4217,15.5928,0.071,1.74,4.74,1,129.62,1,25.15,2.43,-12.744,-21.672,-11.337,27.579,12413,50:54.4,50:54.4,56,river,Eri
63609,63609,HIP11407 HD15371 Gli Kap Eri,-3.7884,-75.3936,-143.4211,410.61023,-0.11,-1.81,4.24,1,528.36,1,6.17,9.72,-10.074,-26.187,-22.486,35.956,11407,50:45.0,50:45.0,56,river,Eri
62917,62917,HIP10602 HD14228 Gli Phi Eri,2.1593,-23.0511,-41.4567,65.93004,-0.03,0.18,3.56,1,154.8,1,21.06,2.9,-12.564,-21.937,-6.091,26.004,10602,50:37.8,50:37.8,56,river,Eri
61564,61564,HIP9007 HD11937 Gli Chi Eri,1.5134,-7.885,-15.5332,7.93158,0.706,2.48,3.69,1,57,1,57.19,1.08,-50.419,-18.112,37.149,65.193,9007,50:25.0,50:25.0,56,river,Eri
60339,60339,HIP7588 HD10144 Gli Alp Eri  Achernar,8.128,-21.3511,-37.7113,997.04303,-0.167,-2.77,0.45,1,143.74,1,22.68,2.51,-8.536,-24.886,-16.492,31.051,7588,50:13.3,50:13.3,56,river,Eri
66647,66647,HIP14879 HD20010 Gli Alp For,-5.1588,-5.1109,-12.1006,4.66872,0.48,3.05,3.8,1,46.01,1,70.86,0.95,-9.435,17.25,61.966,65.01,14879,51:21.4,51:21.4,57,furance,For
65112,65112,HIP13147 HD17652 Gli Bet For,-14.0351,-17.8282,-46.5514,34.549,0.82,0.88,4.45,1,168.82,1,19.31,3.47,-22.807,4.491,24.949,34.1,13147,51:02.5,51:02.5,57,furance,For
62138,62138,HIP9677 HD12767 Gli Nu For,-21.9189,-21.8329,-106.3328,127.82759,0.008,-0.54,4.68,1,361.02,1,9.03,8.64,-9.355,-5.512,-12.524,16.575,9677,50:30.3,50:30.3,57,furance,For
79973,79973,HIP30343 HD44478 Gli Mu Gem  Tejat posterior,-69.8662,-11.9753,5.1674,278.87643,1.609,-1.39,2.87,1,231.7,1,14.07,6.61,-68.853,-49.038,8.415,84.949,30343,53:29.5,53:29.5,58,Bodies,Gem
81522,81522,HIP32246 HD48329 Gli Eps Gem  Mebsuta,-269.3317,-45.2441,46.336,3556.19653,0.095,-4.15,3.06,1,903.05,1,3.61,25.21,-18.935,-12.982,-10.106,25.083,32246,53:43.7,53:43.7,58,Bodies,Gem
83523,83523,HIP34693 HD54719 Gli Tau Gem,-87.6698,-11.1039,27.354,114.37962,0.991,-0.42,4.41,1,301.57,1,10.81,8.97,-35.962,-16.95,-9.137,40.793,34693,54:01.9,54:01.9,58,Bodies,Gem
85260,85260,HIP36850 HD60179 Gli Alp Gem  Castor,-14.4813,-1.8912,6.0433,45.24851,0.071,0.59,1.58,1,51.53,1,63.27,1.94,-16.261,-6.432,-12.649,21.582,36850,54:18.1,54:18.1,58,Bodies,Gem
86067,86067,HIP37826 HD62509 Gli Bet Gem  Pollux,-9.271,-2.0095,4.1066,28.49626,0.902,1.09,1.16,1,33.7,1,96.74,0.9,-17.64,4.938,-25.929,31.747,37826,54:25.6,54:25.6,58,Bodies,Gem
84201,84201,HIP35550 HD56986 Gli Del Gem  Wasat,-16.6749,-4.7767,4.9362,10.05071,0.266,2.22,3.5,1,58.79,1,55.45,1.53,-4.718,-1.214,-0.408,4.889,35550,54:08.5,54:08.5,58,Bodies,Gem
83064,83064,HIP34088 HD52973 Gli Zet Gem  Mekbuda,-362.5493,-102.2245,79.403,2863.11206,0.636,-3.92,4.01,1,1254.98,2,2.79,29.03,-9.637,0.536,-8.614,12.936,34088,53:57.7,53:57.7,58,Bodies,Gem
81046,81046,HIP31681 HD47105 Gli Gam Gem  Almeisan,-30.6736,-9.2454,2.4948,135.49423,0.021,-0.6,1.93,1,104.76,1,31.12,7.49,7.654,-5.311,-4.535,10.361,31681,53:39.0,53:39.0,58,Bodies,Gem
81626,81626,HIP32362 HD48737 Gli Xi Gem,-16.3507,-6.1911,1.3768,10.91304,0.396,2.13,3.35,1,57.17,1,57.02,1.46,-33.981,-20.256,-11.443,41.182,32362,53:44.6,53:44.6,59,Feet,Gem
81046,81046,HIP31681 HD47105 Gli Gam Gem  Almeisan,-30.6736,-9.2454,2.4948,135.49423,0.021,-0.6,1.93,1,104.76,1,31.12,7.49,7.654,-5.311,-4.535,10.361,31681,53:39.0,53:39.0,59,Feet,Gem
80405,80405,HIP30883 HD45542 Gli Nu Gem,-150.0443,-33.0458,11.6756,410.68661,-0.083,-1.81,4.13,1,502.31,1,6.49,16.33,-43.083,-15.234,-4.507,45.918,30883,53:33.3,53:33.3,59,Feet,Gem
79973,79973,HIP30343 HD44478 Gli Mu Gem  Tejat posterior,-69.8662,-11.9753,5.1674,278.87643,1.609,-1.39,2.87,1,231.7,1,14.07,6.61,-68.853,-49.038,8.415,84.949,30343,53:29.5,53:29.5,59,Feet,Gem
79369,79369,HIP29655 HD42995 Gli Eta Gem  Propus,-89.8297,-13.9917,3.9993,304.85248,1.609,-1.49,3.31,1,296.66,2,9.34,21.31,-22.888,6.376,-25.124,34.579,29655,53:24.1,53:24.1,59,Feet,Gem
145660,145660,HIP108085 HD207971 Gli Gam Gru,38.5413,4.1236,-48.6812,189.65674,-0.03,-0.97,3,1,202.86,1,16.07,4.79,-20.184,-4.89,-20.446,29.143,108085,04:10.7,04:10.7,60,Body,Gru
146536,146536,HIP109111 HD209688 Gli Lam Gru,44.8434,1.7352,-61.035,72.58589,1.416,0.07,4.47,1,246.97,1,13.2,5.91,57.868,-16.11,-58.811,84.065,109111,04:18.9,04:18.9,60,Body,Gru
147223,147223,HIP109908 HD211088 Gli Mu1 Gru,45.9059,-1.081,-65.9801,60.86383,0.82,0.26,4.79,1,262.06,1,12.44,6.11,-23.325,0.157,1.587,23.38,109908,04:25.7,04:25.7,60,Body,Gru
148176,148176,HIP110997 HD213009 Gli Del1 Gru,49.0149,-5.3483,-76.0822,164.75894,0.743,-0.82,3.97,1,295.56,1,11.03,7.71,-5.567,-3.587,-11.342,13.134,110997,04:35.6,04:35.6,60,Body,Gru
149123,149123,HIP112122 HD214952 Gli Bet Gru,26.8877,-6.5708,-44.2159,313.87433,1.748,-1.52,2.07,1,170.06,1,19.17,3.91,-27.5,-9.518,-18.37,34.413,112122,04:44.8,04:44.8,60,Body,Gru
149540,149540,HIP112623 HD215789 Gli Eps Gru,20.3691,-8.1037,-33.1534,49.26957,0.095,0.49,3.49,1,129.57,1,25.16,2.7,-11.23,-11.999,-17.847,24.261,112623,04:48.7,04:48.7,60,Body,Gru
150376,150376,HIP113638 HD217364 Gli Zet Gru,16.8299,-8.1681,-28.9813,20.96542,0.82,1.42,4.11,1,112.45,1,28.99,4.52,9.903,2.455,3.963,10.946,113638,04:56.8,04:56.8,60,Body,Gru
150808,150808,HIP114131 HD218227 Gli The Gru,17.9493,-3.7362,-36.4483,25.07918,0.396,1.23,4.28,1,133.01,1,24.51,3.06,14.589,0.763,-8.33,16.817,114131,05:01.0,05:01.0,61,Wings,Gru
151063,151063,HIP114421 HD218670 Gli Iot Gru,24.8454,-6.9997,-50.5078,70.06407,0.902,0.11,3.88,1,184.91,1,17.63,5.22,-29.772,-14.822,-15.269,36.595,114421,05:03.9,05:03.9,61,Wings,Gru
149123,149123,HIP112122 HD214952 Gli Bet Gru,26.8877,-6.5708,-44.2159,313.87433,1.748,-1.52,2.07,1,170.06,1,19.17,3.91,-27.5,-9.518,-18.37,34.413,112122,04:44.8,04:44.8,61,Wings,Gru
146675,146675,HIP109268 HD209952 Gli Alp Gru  Al Na'ir,18.6528,-3.2893,-24.6602,152.53445,-0.056,-0.73,1.73,1,101.37,1,32.16,2.55,4.337,-14.504,-34.995,38.129,109268,04:20.2,04:20.2,61,Wings,Gru
