Star_ID,ID,Label,X,Y,Z,Luminosity,colorb_v,absmag,appmag,texnum,Distance (light-years),dcalc,plx,plxerr,vx,vy,vz,speed,hipnum,created_at,updated_at,constellation_id,constellation_name,constellation_galaxy
127464,127464,HIP86414 HD160762 Gli Iot Her,39.4482,123.7706,78.8752,531.55511,-0.167,-2.09,3.82,1,495.44,1,6.58,8.51,-8.044,-18.815,-5.806,21.27,86414,01:01.0,01:01.0,62,Arms,Her
128631,128631,HIP87808 HD163770 Gli The Her,82.7531,164.2205,91.3651,935.28107,0.946,-2.7,3.86,1,669.4,1,4.87,11.09,-18.68,-21.635,-14.827,32.2,87808,01:12.2,01:12.2,62,Arms,Her
126357,126357,HIP85112 HD157778 Gli Rho Her,49.5362,91.0151,66.5508,257.56561,0.008,-1.3,4.15,1,401.48,1,8.12,7.51,-16.027,-28.679,6.889,33.568,85112,00:50.9,00:50.9,62,Arms,Her
125741,125741,HIP84380 HD156283 Gli Pi Her,45.5082,80.9645,63.4574,534.80615,1.038,-2.1,3.16,1,366.7,1,8.89,5.85,-13.582,-26.953,-2.542,30.288,84380,00:45.3,00:45.3,62,Arms,Her
123590,123590,HIP81833 HD150997 Gli Eta Her,12.0766,22.9844,22.4936,37.1463,0.82,0.8,3.48,1,111.99,1,29.11,1.79,18.098,8.034,4.356,20.274,81833,00:25.5,00:25.5,62,Arms,Her
123001,123001,HIP81126 HD149630 Gli Sig Her,26.711,62.6556,62.8497,139.30194,-0.005,-0.63,4.2,1,302.13,1,10.79,5.65,-30.023,-7.699,-11.979,33.229,81126,00:20.0,00:20.0,62,Arms,Her
121998,121998,HIP79992 HD147394 Gli Tau Her,20.5078,64.9849,68.2314,196.98921,-0.11,-1.01,3.91,1,314.37,1,10.37,5.11,-22.498,-12.65,-12.968,28.885,79992,00:11.1,00:11.1,62,Arms,Her
121236,121236,HIP79101 HD145389 Gli Phi Her,15.6482,45.0563,51.3407,77.47329,-0.005,0,4.23,1,228.45,1,14.27,3.64,-18.245,-15.082,-11.027,26.114,79101,00:03.6,00:03.6,62,Arms,Her
129418,129418,HIP88794 HD166014 Gli Omi Her,56.5351,81.3014,39.1831,256.25293,0.008,-1.3,3.84,1,347.18,1,9.39,6.07,-19.871,-23.137,-10.688,32.317,88794,01:19.4,01:19.4,63,Legs,Her
128728,128728,HIP87933 HD163993 Gli Xi Her,21.8126,31.0473,16.7079,44.182,0.902,0.61,3.7,1,135.16,1,24.12,2.16,1.97,6.8,-15.306,16.864,87933,01:13.1,01:13.1,63,Legs,Her
127938,127938,HIP86974 HD161797 Gli Mu Her,4.6167,6.0038,3.6329,2.34715,0.706,3.8,3.42,1,27.38,1,119.05,0.52,22.013,-18.228,2.723,28.71,86974,01:05.7,01:05.7,63,Legs,Her
126852,126852,HIP85693 HD158899 Gli Lam Her,64.3301,75.2744,53.6378,169.50172,1.038,-0.85,4.41,1,367.12,1,8.88,7.21,-23.87,-11.741,-21.325,34.094,85693,00:55.4,00:55.4,63,Legs,Her
125740,125740,HIP84379 HD156164 Gli Del Her  Sarin,14.0526,14.9773,12.5478,25.40142,0.095,1.21,3.12,1,78.46,1,41.55,1.56,-5.933,-28.996,-18.207,34.749,84379,00:45.3,00:45.3,63,Legs,Her
124752,124752,HIP83207 HD153808 Gli Eps Her,24.3233,32.107,29.4541,52.26422,0.021,0.43,3.92,1,162.67,1,20.04,3.24,-20.456,-22.07,-6.413,30.767,83207,00:36.2,00:36.2,63,Legs,Her
123471,123471,HIP81693 HD150680 Gli Zet Her,4.9949,6.5472,6.9808,6.79981,0.509,2.64,2.81,1,35.19,1,92.63,0.65,-56.7,-55.953,-31.92,85.817,81693,00:24.5,00:24.5,63,Legs,Her
122725,122725,HIP80816 HD148856 Gli Bet Her  Kornephoros,26.8873,21.779,29.2537,123.13892,0.82,-0.5,2.78,1,147.71,1,22.07,4.53,-18.543,-26.834,-0.597,32.623,80816,00:17.5,00:17.5,63,Legs,Her
125714,125714,HIP84345 HD156014 Gli,82.7192,59.0764,53.6353,792.27863,1.748,-2.52,2.78,1,374.68,2,8.53,32.83,-46.637,-18.853,-15.451,52.623,84345,00:45.1,00:45.1,63,Legs,Her
122725,122725,HIP80816 HD148856 Gli Bet Her  Kornephoros,26.8873,21.779,29.2537,123.13892,0.82,-0.5,2.78,1,147.71,1,22.07,4.53,-18.543,-26.834,-0.597,32.623,80816,00:17.5,00:17.5,64,Foot,Her
122163,122163,HIP80170 HD147547 Gli Gam Her,36.7555,25.9845,39.5446,88.93798,0.241,-0.15,3.74,1,195.33,1,16.69,4.37,-38.719,-20.893,-16.362,46.94,80170,00:12.6,00:12.6,64,Foot,Her
125741,125741,HIP84380 HD156283 Gli Pi Her,45.5082,80.9645,63.4574,534.80615,1.038,-2.1,3.16,1,366.7,1,8.89,5.85,-13.582,-26.953,-2.542,30.288,84380,00:45.3,00:45.3,65,left body,Her
124752,124752,HIP83207 HD153808 Gli Eps Her,24.3233,32.107,29.4541,52.26422,0.021,0.43,3.92,1,162.67,1,20.04,3.24,-20.456,-22.07,-6.413,30.767,83207,00:36.2,00:36.2,65,left body,Her
123590,123590,HIP81833 HD150997 Gli Eta Her,12.0766,22.9844,22.4936,37.1463,0.82,0.8,3.48,1,111.99,1,29.11,1.79,18.098,8.034,4.356,20.274,81833,00:25.5,00:25.5,66,right body,Her
123471,123471,HIP81693 HD150680 Gli Zet Her,4.9949,6.5472,6.9808,6.79981,0.509,2.64,2.81,1,35.19,1,92.63,0.65,-56.7,-55.953,-31.92,85.817,81693,00:24.5,00:24.5,66,right body,Her
70904,70904,HIP19747 HD26967 Gli Alp Hor,-9.7211,-22.767,-26.0087,28.86354,0.946,1.07,3.85,1,117.06,1,27.85,1.83,-4.362,-45.509,-33.933,56.934,19747,52:02.8,52:02.8,67,clock,Hor
64689,64689,HIP12653 HD17051 Gli Iot Hor,-0.1879,-9.0518,-14.6729,1.59641,0.636,4.22,5.4,1,56.21,1,58,0.95,-22.264,-14.345,10.791,28.599,12653,50:56.5,50:56.5,67,clock,Hor
64326,64326,HIP12225 HD16555 Gli Eta Hor,0.9536,-23.6608,-37.6341,11.64182,0.168,2.06,5.3,1,144.95,1,22.49,8.18,-15.494,-13.983,12.276,24.214,12225,50:52.6,50:52.6,67,clock,Hor
64551,64551,HIP12484 HD16920 Gli Zet Hor,2.1021,-27.131,-40.5136,15.23758,0.369,1.77,5.21,1,159.1,1,20.49,2.73,-4.987,-7.555,-0.922,9.099,12484,50:55.0,50:55.0,67,clock,Hor
66074,66074,HIP14240 HD19319 Gli Mu Hor,3.4866,-26.7389,-32.5228,12.40519,0.266,1.99,5.12,1,137.73,1,23.67,2.03,13.775,-10.642,-29.165,33.965,14240,51:13.8,51:13.8,67,clock,Hor
65805,65805,HIP13935 Gli,6.8925,-29.9884,-33.7093,0.09391,-0.63,7.29,10.59,1,148.79,1,21.91,6.25,0,0,0,0,13935,51:10.0,51:10.0,67,clock,Hor
91162,91162,HIP43813 HD76294 Gli Zet Hya,-29.5201,-26.9017,23.2442,94.5117,0.82,-0.21,3.11,1,150.65,1,21.64,4.57,-28.596,-8.942,-5.695,30.498,43813,55:16.6,55:16.6,68,snake,Hya
90292,90292,HIP42799 HD74280 Gli Eta Hya,-93.3975,-87.8624,63.4328,302.72314,-0.167,-1.48,4.3,1,466.38,1,6.99,13.16,-19.456,-10.334,-2.827,22.21,42799,55:06.9,55:06.9,68,snake,Hya
89947,89947,HIP42402 HD73471 Gli Sig Hya,-71.8053,-66.2914,46.2258,150.56242,0.991,-0.72,4.45,1,352.43,1,9.25,10.16,-25.175,-24.184,3.534,35.088,42402,55:03.1,55:03.1,68,snake,Hya
89874,89874,HIP42313 HD73262 Gli Del Hya,-37.6097,-31.8445,24.2297,51.68687,0.046,0.44,4.14,1,179.02,1,18.21,4.83,-19.361,-6.683,-9.815,22.713,42313,55:02.2,55:02.2,68,snake,Hya
90558,90558,HIP43109 HD74874 Gli Eps Hya,-27.5976,-23.753,19.7895,59.27688,0.54,0.29,3.38,1,135.1,1,24.13,5.35,-54.762,-25.938,-18.284,63.293,43109,55:09.4,55:09.4,68,snake,Hya
92473,92473,HIP45336 HD79469 Gli The Hya,-21.9285,-25.0233,21.2209,33.60367,0.008,0.91,3.89,1,128.65,1,25.34,3.83,17.536,-51.744,13.515,56.282,45336,55:38.5,55:38.5,68,snake,Hya
94294,94294,HIP47431 HD83618 Gli Iot Hya,-37.7652,-57.0337,49.663,152.76732,1.038,-0.74,3.9,1,275.57,1,11.83,6.76,4.653,-40.166,29.311,49.941,47431,55:55.2,55:55.2,68,snake,Hya
93383,93383,HIP46390 HD81797 Gli Alp Hya  Alphard,-22.6797,-41.7503,26.3862,366.74515,1.038,-1.69,1.99,1,177.17,1,18.4,4.24,-1.302,11.957,-4.945,13.004,46390,55:47.0,55:47.0,68,snake,Hya
95094,95094,HIP48356 HD85444 Gli Ups1 Hya,-23.5014,-69.1732,41.2399,124.00735,0.743,-0.51,4.11,1,273.49,1,11.92,6.8,11.082,4.101,-2.209,12.021,48356,56:02.7,56:02.7,68,snake,Hya
96382,96382,HIP49841 HD88284 Gli Lam Hya,-8.4702,-27.7134,19.9141,34.52557,0.902,0.88,3.61,1,114.63,1,28.44,3.38,-29.467,-38.218,-7.174,48.79,49841,56:14.6,56:14.6,68,snake,Hya
97453,97453,HIP51069 HD90432 Gli Mu Hya,-11.015,-62.3857,42.1715,132.07156,1.086,-0.58,3.83,1,248.1,1,13.14,6.01,-38.913,-73.535,0.263,83.197,51069,56:24.3,56:24.3,68,snake,Hya
99052,99052,HIP52943 HD93813 Gli Nu Hya,-2.9043,-33.5496,25.8962,79.87062,0.902,-0.03,3.11,1,138.49,1,23.54,3.44,5.653,45.52,3.996,46.044,52943,56:39.5,56:39.5,68,snake,Hya
101941,101941,HIP56343 HD100407 Gli Xi Hya,8.5008,-33.9055,18.6847,46.79135,0.82,0.55,3.54,1,129.21,1,25.23,3.29,-32.924,-18.718,-14.147,40.429,56343,57:06.6,57:06.6,68,snake,Hya
103270,103270,HIP57936 HD103192 Gli Bet Hya,32.8118,-93.8427,51.5453,187.19621,-0.63,-0.96,4.29,1,365.06,1,8.93,9.85,-28.425,-11.496,-7.556,31.579,57936,57:18.9,57:18.9,68,snake,Hya
108604,108604,HIP64166 HD114149 Gli Psi Hya,33.7024,-42.8455,45.0547,41.02997,0.902,0.69,4.94,1,230.55,1,14.14,5.66,-6.11,-4.345,-9.254,11.91,64166,58:07.5,58:07.5,68,snake,Hya
109289,109289,HIP64962 HD115659 Gli Gam Hya,20.6133,-23.6312,25.6337,81.08823,0.82,-0.05,2.99,1,132.04,1,24.69,2.84,12.782,4.657,-4.07,14.2,64962,58:14.7,58:14.7,68,snake,Hya
112589,112589,HIP68895 HD123123 Gli Pi Hya,20.7607,-15.644,17.0449,37.59222,0.991,0.79,3.25,1,101.34,1,32.17,2.39,37.576,-25.447,14.55,47.657,68895,58:44.6,58:44.6,68,snake,Hya
61752,61752,HIP9236 HD12311 Gli Alp Hyi,4.3028,-12.1872,-17.6334,26.63224,0.266,1.16,2.86,1,71.27,1,45.74,1.2,-19.607,-20.606,1.85,28.504,9236,50:26.8,50:26.8,69,snake,Hyi
55540,55540,HIP2021 HD2151 Gli Bet Hyi,3.2767,-4.7183,-4.7829,3.23011,0.603,3.45,2.82,1,24.37,1,133.78,0.38,-64.526,-46.637,-16.543,81.316,2021,49:26.1,49:26.1,69,snake,Hyi
69098,69098,HIP17678 HD24512 Gli Gam Hyi,17.0021,-49.0179,-40.2417,166.1882,1.542,-0.83,3.26,1,214.05,1,15.23,3.48,-16.599,4.918,19.935,26.403,17678,51:45.6,51:45.6,69,snake,Hyi
140232,140232,HIP101772 HD196171 Gli Alp Ind  Al nair,24.5188,-3.1991,-18.7741,42.65978,0.902,0.65,3.11,1,101.21,1,32.21,2.33,-12.268,5.412,0.57,13.421,101772,03:10.3,03:10.3,70,Upper part,Ind
143303,143303,HIP105319 HD202730 Gli The Ind,20.7935,-6.0861,-20.4308,12.07365,0.144,2.02,4.39,1,97.08,1,33.58,2.26,-15.236,-2.176,-6.656,16.769,105319,03:43.3,03:43.3,70,Upper part,Ind
145955,145955,HIP108431 HD208450 Gli Del Ind,35.3343,-13.4874,-42.1855,43.30226,0.266,0.63,4.4,1,184.7,1,17.65,4.42,-2.635,-4.371,-15.012,15.856,108431,04:13.5,04:13.5,71,Lower part,Ind
143303,143303,HIP105319 HD202730 Gli The Ind,20.7935,-6.0861,-20.4308,12.07365,0.144,2.02,4.39,1,97.08,1,33.58,2.26,-15.236,-2.176,-6.656,16.769,105319,03:43.3,03:43.3,71,Lower part,Ind
141496,141496,HIP103227 HD198700 Gli Bet Ind,133.6149,-53.5569,-115.9552,902.82892,0.902,-2.66,3.67,1,602.59,1,5.41,13.49,-1.855,-9.553,-23.76,25.676,103227,03:24.9,03:24.9,71,Lower part,Ind
147248,147248,HIP109937 HD211388 Gli 1Lac,-6.2237,185.1275,-51.6849,633.86011,1.038,-2.28,4.14,1,626.92,1,5.2,11.73,-6.668,-10.231,-1.576,12.313,109937,04:25.9,04:25.9,72,lizard,Lac
147092,147092,HIP109754 HD211073 Gli,-8.0848,167.5649,-41.0599,366.98041,1.038,-1.69,4.5,1,563.04,1,5.79,11.05,-31.568,-20.122,-4.452,37.699,109754,04:24.4,04:24.4,72,lizard,Lac
148264,148264,HIP111104 HD213420 Gli 6Lac,-46.8837,362.7808,-82.0488,1697.4613,-0.196,-3.35,4.52,1,1222.13,2,2.38,26.89,9.33,-8.041,-4.304,13.047,111104,04:36.4,04:36.4,72,lizard,Lac
147621,147621,HIP110351 HD212120 Gli 2Lac,-20.9332,152.9586,-24.0737,286.84018,-0.083,-1.42,4.55,1,509.37,1,6.4,8.12,-12.897,-12.61,-6.334,19.117,110351,04:30.1,04:30.1,72,lizard,Lac
148195,148195,HIP111022 HD213310 Gli 5Lac,-59.2669,348.0701,-53.7184,1818.37659,1.416,-3.42,4.34,1,1164.29,1,2.8,17.86,4.007,-1.319,-3.844,5.708,111022,04:35.7,04:35.7,72,lizard,Lac
147844,147844,HIP110609 HD212593 Gli 4Lac,-131.2003,751.8795,-89.8045,6938.95605,-0.005,-4.88,4.55,1,2505.33,2,1.54,33.77,25.875,-17.875,2.876,31.58,110609,04:32.4,04:32.4,72,lizard,Lac
148315,148315,HIP111169 HD213558 Gli Alp Lac,-6.0878,30.5794,-3.6064,23.96119,0.046,1.28,3.76,1,102.32,1,31.86,1.69,-17.641,-9.565,-8.006,21.605,111169,04:36.9,04:36.9,72,lizard,Lac
147782,147782,HIP110538 HD212496 Gli Bet Lac,-10.1303,50.9112,-3.9086,35.88768,0.86,0.84,4.42,1,169.7,1,19.21,2.65,25.949,6.782,-35.932,44.838,110538,04:31.9,04:31.9,72,lizard,Lac
96227,96227,HIP49669 HD87901 Gli Alp Leo  Regulus,-10.7577,-11.3076,17.9131,125.21089,-0.056,-0.52,1.36,1,77.45,1,42.09,1.88,-25.657,-6.972,-12.278,29.285,49669,56:13.2,56:13.2,73,body,Leo
100693,100693,HIP54879 HD97633 Gli The Leo  Coxa,-13.2828,-19.2344,49.1953,107.21478,0.071,-0.35,3.33,1,177.56,1,18.36,4.19,-11.254,-27.041,9.05,30.656,54879,56:55.0,56:55.0,73,body,Leo
103018,103018,HIP57632 HD102647 Gli Bet Leo  Denebola,-1.209,-3.4412,10.4745,13.30369,0.095,1.92,2.14,1,36.16,1,90.16,0.99,-21.584,-16.514,-4.17,27.494,57632,57:16.7,57:16.7,73,body,Leo
100687,100687,HIP54872 HD97603 Gli Del Leo  Zozma,-4.9889,-4.8562,16.2655,22.993,0.119,1.32,2.56,1,57.68,1,56.52,1.47,18.463,-0.207,-9.935,20.968,54872,56:55.0,56:55.0,73,body,Leo
97029,97029,HIP50583 HD89484 Gli,-17.903,-13.2719,31.4196,180.88004,0.902,-0.92,2.01,1,125.58,1,25.96,3.2,65.06,-3.013,10.276,65.935,50583,56:20.5,56:20.5,73,body,Leo
96152,96152,HIP49583 HD87737 Gli Eta Leo,-203.4203,-167.8655,322.8043,5469.56592,0.021,-4.62,3.48,1,1358.92,2,1.53,50.33,-4.821,-3.055,0.688,5.749,49583,56:12.5,56:12.5,73,body,Leo
97029,97029,HIP50583 HD89484 Gli,-17.903,-13.2719,31.4196,180.88004,0.902,-0.92,2.01,1,125.58,1,25.96,3.2,65.06,-3.013,10.276,65.935,50583,56:20.5,56:20.5,74,Head,Leo
96811,96811,HIP50335 HD89025 Gli Zet Leo  Adhafera,-39.5018,-23.0161,65.1833,208.93953,0.266,-1.08,3.43,1,259.55,1,12.56,6.21,16.523,4.79,-11.889,20.912,50335,56:18.5,56:18.5,74,Head,Leo
95175,95175,HIP48455 HD85503 Gli Mu Leo  Rasalas,-23.8171,-10.6265,31.3541,36.22088,0.902,0.83,3.88,1,132.95,1,24.52,3.55,-42.426,-19.11,-12.464,48.172,48455,56:03.5,56:03.5,74,Head,Leo
94693,94693,HIP47908 HD84441 Gli Eps Leo  Ras Elased,-45.7183,-23.1107,57.3045,297.47153,0.54,-1.46,2.97,1,250.58,1,13.01,6.76,-16.002,-6.421,-6.845,18.552,47908,55:58.8,55:58.8,74,Head,Leo
99289,99289,HIP53229 HD94264 Gli 46LMi  Praecipula,-13.0482,-2.3028,26.8487,21.20836,0.902,1.41,3.79,1,97.6,1,33.4,2.34,6.263,-34.037,40.489,53.264,53229,56:41.8,56:41.8,75,l'il lion,LMi
97591,97591,HIP51233 HD90537 Gli Bet LMi,-23.3948,-2.577,38.0756,32.49628,0.82,0.95,4.2,1,145.93,1,22.34,3.89,-26.914,-27.653,0.987,38.601,51233,56:25.7,56:25.7,75,l'il lion,LMi
96161,96161,HIP49593 HD87696 Gli 21LMi,-16.1024,-2.6864,22.6852,9.69883,0.192,2.26,4.49,1,91.11,1,35.78,2.35,15.877,2.909,-10.611,19.316,49593,56:12.6,56:12.6,75,l'il lion,LMi
78077,78077,HIP28103 HD40136 Gli Eta Lep,-10.97,-9.1254,-4.7665,5.76433,0.291,2.82,3.71,1,49.04,1,66.47,1.11,3.24,11.73,3.081,12.553,28103,53:12.3,53:12.3,76,Upper part,Lep
77391,77391,HIP27288 HD38678 Gli Zet Lep,-15.5424,-12.7663,-7.6508,13.66642,0.071,1.89,3.55,1,70.15,1,46.47,1.46,-13.987,-10.768,-8.259,19.488,27288,53:05.9,53:05.9,76,Upper part,Lep
76297,76297,HIP25985 HD36673 Gli Alp Lep  Arneb,-212.6297,-184.4909,-132.1156,6973.31592,0.266,-4.88,2.58,1,1013.76,2,2.54,28.35,-16.668,-15.255,-4.988,23.139,25985,52:55.8,52:55.8,76,Upper part,Lep
74900,74900,HIP24305 HD33904 Gli Mu Lep,-39.391,-29.9539,-27.325,119.82413,-0.005,-0.47,3.29,1,184.28,1,17.69,4.01,-21.885,-25.728,-6.166,34.335,24305,52:40.8,52:40.8,76,Upper part,Lep
77702,77702,HIP27654 HD39364 Gli Del Lep,-22.204,-22.8587,-13.0167,28.82091,0.82,1.08,3.76,1,112.22,1,29.05,2.13,-75.255,-179.585,-60.322,203.845,27654,53:08.7,53:08.7,77,Lower part,Lep
77212,77212,HIP27072 HD38393 Gli Gam Lep,-5.5978,-5.96,-3.687,2.28838,0.451,3.83,3.59,1,29.24,1,111.49,0.54,4.895,-0.36,-15.115,15.892,27072,53:04.3,53:04.3,77,Lower part,Lep
75978,75978,HIP25606 HD36079 Gli Bet Lep  Nihal,-31.4545,-29.9128,-22.3091,138.96841,0.706,-0.63,2.81,1,159.1,1,20.49,4.15,7.059,-7.616,-5.91,11.949,25606,52:52.1,52:52.1,77,Lower part,Lep
74365,74365,HIP23685 HD32887 Gli Eps Lep,-42.5822,-40.052,-37.5743,198.55386,1.086,-1.02,3.19,1,226.55,1,14.39,4.73,-3.508,-23.799,-10.002,26.053,23685,52:35.3,52:35.3,77,Lower part,Lep
76297,76297,HIP25985 HD36673 Gli Alp Lep  Arneb,-212.6297,-184.4909,-132.1156,6973.31592,0.266,-4.88,2.58,1,1013.76,2,2.54,28.35,-16.668,-15.255,-4.988,23.139,25985,52:55.8,52:55.8,78,connecting part,Lep
75978,75978,HIP25606 HD36079 Gli Bet Lep  Nihal,-31.4545,-29.9128,-22.3091,138.96841,0.706,-0.63,2.81,1,159.1,1,20.49,4.15,7.059,-7.616,-5.91,11.949,25606,52:52.1,52:52.1,78,connecting part,Lep
120473,120473,HIP78207 HD142983 Gli 48Lib,137.7315,-8.6981,75.3425,200.94897,-0.03,-1.03,4.95,1,512.58,1,6.36,12.42,0.586,-12.173,2.579,12.457,78207,59:55.9,59:55.9,79,main part,Lib
120172,120172,HIP77853 HD142198 Gli The Lib,43.938,-4.9713,23.2325,43.15904,0.902,0.64,4.13,1,162.84,1,20.02,4.4,-14.826,32.783,-13.985,38.602,77853,59:53.3,59:53.3,79,main part,Lib
119512,119512,HIP77060 HD140417 Gli Eta Lib,38.6121,-5.0676,22.5977,10.78706,0.168,2.14,5.41,1,146.78,1,22.21,3.87,-19.034,-8.838,-11.032,23.709,77060,59:47.5,59:47.5,79,main part,Lib
118881,118881,HIP76333 HD138905 Gli Gam Lib,39.0741,-5.8294,24.8747,46.17012,0.902,0.56,3.91,1,152.19,1,21.42,4.2,-18.11,14.243,-23.907,33.201,76333,59:42.0,59:42.0,79,main part,Lib
117560,117560,HIP74785 HD135742 Gli Bet Lib  Zuben Eschamali,37.6384,-5.275,31.0349,168.88524,-0.03,-0.84,2.61,1,159.96,1,20.38,4.27,-35.996,-14.094,-10.349,40.018,74785,59:29.4,59:29.4,79,main part,Lib
115718,115718,HIP72622 HD130841 Gli Alp2 Lib,17.5603,-6.2786,14.5746,34.54193,0.095,0.88,2.75,1,77.16,1,42.25,2.49,-17.949,-7.076,-7.689,20.769,72622,59:13.2,59:13.2,79,main part,Lib
116644,116644,HIP73714 HD133216 Gli Sig Lib,72.4597,-30.4261,42.8795,311.81256,1.609,-1.51,3.25,1,291.85,1,11.17,8.77,-6.064,-31.843,13.533,35.127,73714,59:21.4,59:21.4,79,main part,Lib
119006,119006,HIP76470 HD139063 Gli Ups Lib,52.5994,-17.2077,22.2983,100.3349,1.038,-0.28,3.6,1,194.51,1,16.76,5.01,-23.434,4.202,-7.308,24.904,76470,59:43.0,59:43.0,79,main part,Lib
119117,119117,HIP76600 HD139365 Gli Tau Lib,120.9114,-41.4816,47.6619,496.35449,-0.181,-2.01,3.66,1,444.75,1,7.33,13.78,-5.518,-15.963,2.588,17.087,76600,59:44.0,59:44.0,79,main part,Lib
117560,117560,HIP74785 HD135742 Gli Bet Lib  Zuben Eschamali,37.6384,-5.275,31.0349,168.88524,-0.03,-0.84,2.61,1,159.96,1,20.38,4.27,-35.996,-14.094,-10.349,40.018,74785,59:29.4,59:29.4,80,connecting part,Lib
116644,116644,HIP73714 HD133216 Gli Sig Lib,72.4597,-30.4261,42.8795,311.81256,1.609,-1.51,3.25,1,291.85,1,11.17,8.77,-6.064,-31.843,13.533,35.127,73714,59:21.4,59:21.4,80,connecting part,Lib
121122,121122,HIP78970 HD144415 Gli,48.2373,-16.6401,10.1634,10.82663,0.266,2.14,5.72,1,169.61,1,19.22,10.41,40.809,-8.476,-5.757,42.076,78970,00:02.3,00:02.3,81,main part,Lup
120620,120620,HIP78384 HD143118 Gli Eta Lup,138.4271,-53.7655,28.8903,761.37231,-0.181,-2.48,3.42,1,493.19,1,6.61,11.8,11.626,-20.421,5.211,24.07,78384,59:57.2,59:57.2,81,main part,Lup
118850,118850,HIP76297 HD138690 Gli Gam Lup,143.1729,-72.3411,33.7791,1582.38428,-0.196,-3.27,2.8,1,534.41,2,5.75,21.57,9.633,-21.942,4.78,24.435,76297,59:41.7,59:41.7,81,main part,Lup
117967,117967,HIP75264 HD136504 Gli Eps Lup,130.6491,-77.797,27.6962,832.13068,-0.196,-2.58,3.37,1,503.86,1,6.47,9.43,9.936,-24.362,7.465,27.348,75264,59:33.2,59:33.2,81,main part,Lup
117206,117206,HIP74376 HD134481 Gli Kap1 Lup,45.606,-31.3955,7.6753,68.04235,-0.005,0.14,3.88,1,182.22,1,17.89,7.04,-10.705,-22.687,10.253,27.101,74376,59:26.4,59:26.4,81,main part,Lup
117224,117224,HIP74395 HD134505 Gli Zet Lup,28.6346,-20.9889,3.0961,42.64074,0.82,0.65,3.41,1,116.18,1,28.06,2.53,-10.555,-15.728,6.82,20.132,74395,59:26.5,59:26.5,81,main part,Lup
115056,115056,HIP71860 HD129056 Gli Alp Lup,129.1166,-102.2983,33.3251,2636.12549,-0.211,-3.83,2.3,1,547.9,1,5.95,12.77,6.669,-29.078,5.477,30.331,71860,59:07.1,59:07.1,81,main part,Lup
116271,116271,HIP73273 HD132058 Gli Bet Lup,129.5518,-86.5572,38.5851,1694.43091,-0.196,-3.35,2.68,1,523.27,1,6.23,11.4,4.854,-38.04,8.723,39.328,73273,59:18.2,59:18.2,81,main part,Lup
117884,117884,HIP75164 HD136334 Gli,83.2984,-45.6081,23.1661,24.33598,0.046,1.26,6.21,1,318.67,1,10.23,7.62,1.925,-11.694,1.659,11.967,75164,59:32.4,59:32.4,81,main part,Lup
117895,117895,HIP75177 HD136422 Gli Phi1 Lup,85.8263,-41.9347,29.9226,290.31476,1.137,-1.43,3.57,1,326.33,1,9.99,7.91,-17.297,-44.295,11.537,48.932,75177,59:32.5,59:32.5,81,main part,Lup
119997,119997,HIP77634 HD141556 Gli Chi Lup,57.2091,-20.1805,17.1869,79.68813,0.008,-0.03,3.97,1,205.55,1,15.86,5.3,-9.876,-0.459,-4.2,10.742,77634,59:51.7,59:51.7,81,main part,Lup
117884,117884,HIP75164 HD136334 Gli,83.2984,-45.6081,23.1661,24.33598,0.046,1.26,6.21,1,318.67,1,10.23,7.62,1.925,-11.694,1.659,11.967,75164,59:32.4,59:32.4,82,connector,Lup
118850,118850,HIP76297 HD138690 Gli Gam Lup,143.1729,-72.3411,33.7791,1582.38428,-0.196,-3.27,2.8,1,534.41,2,5.75,21.57,9.633,-21.942,4.78,24.435,76297,59:41.7,59:41.7,82,connector,Lup
92919,92919,HIP45860 HD80493 Gli Alp Lyn,-47.5977,-8.5944,47.902,199.50621,1.416,-1.02,3.14,1,221.92,1,14.69,5.51,-77.727,-2.217,-26.219,82.06,45860,55:42.6,55:42.6,83,lynx,Lyn
92773,92773,HIP45688 HD80081 Gli 38Lyn,-26.4885,-3.1631,26.1889,32.1627,0.046,0.96,3.82,1,121.87,1,26.75,3.03,-12.676,-21.296,4.784,25.241,45688,55:41.4,55:41.4,83,lynx,Lyn
91540,91540,HIP44248 HD76943 Gli,-12.3662,0.0425,10.8194,5.4618,0.396,2.88,3.96,1,53.57,1,60.86,2.14,-52.246,-14.565,-6.577,54.635,44248,55:27.8,55:27.8,83,lynx,Lyn
88801,88801,HIP41075 HD70272 Gli 31Lyn,-98.3174,4.483,67.2289,220.02702,1.137,-1.13,4.25,1,388.56,1,8.39,9.42,-53.71,-48.258,9.922,72.883,41075,54:51.0,54:51.0,83,lynx,Lyn
84679,84679,HIP36145 HD58142 Gli 21Lyn,-67.3769,13.4468,33.1333,64.68365,0.046,0.2,4.61,1,248.67,1,13.11,6.03,-35.905,-8.717,7.795,37.762,36145,54:12.8,54:12.8,83,lynx,Lyn
82529,82529,HIP33449 HD50522 Gli 15Lyn,-44.3181,18.1138,20.9166,38.55815,0.706,0.76,4.35,1,170.32,1,19.14,3.97,-28.225,-20.475,1.927,34.923,33449,53:52.8,53:52.8,83,lynx,Lyn
